prey,predator,iteration,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration
5311,0,1041,,838,330,,,5461,0,1041,,5272,0,1041,,3195,186,,,622,264,,,5319,0,,,5319,0,,,458,322,1041,,419,67,1041
5243,0,1042,,787,314,,,5430,0,1042,,5207,0,1042,,3208,191,,,638,260,,,5337,0,,,5337,0,,,448,318,1042,,430,70,1042
5273,0,1043,,751,307,,,5345,0,1043,,5205,0,1043,,3184,194,,,634,258,,,5400,0,,,5400,0,,,461,323,1043,,426,78,1043
5320,0,1044,,744,315,,,5336,0,1044,,5221,0,1044,,3190,214,,,622,270,,,5472,0,,,5472,0,,,449,313,1044,,426,76,1044
5319,0,1045,,714,314,,,5296,0,1045,,5250,0,1045,,3263,240,,,622,266,,,5500,0,,,5500,0,,,427,305,1045,,439,78,1045
5295,0,1046,,691,288,,,5255,0,1046,,5338,0,1046,,3281,248,,,609,265,,,5468,0,,,5468,0,,,439,302,1046,,430,87,1046
5285,0,1047,,686,293,,,5196,0,1047,,5380,0,1047,,3221,264,,,599,260,,,5519,0,,,5519,0,,,440,285,1047,,427,86,1047
5281,0,1048,,697,281,,,5199,0,1048,,5382,0,1048,,3255,271,,,617,274,,,5529,0,,,5529,0,,,448,303,1048,,446,83,1048
5295,0,1049,,727,289,,,5177,0,1049,,5374,0,1049,,3257,279,,,634,278,,,5574,0,,,5574,0,,,458,295,1049,,454,82,1049
5317,0,1050,,713,285,,,5244,0,1050,,5354,0,1050,,3235,283,,,630,291,,,5534,0,,,5534,0,,,453,291,1050,,459,72,1050
5344,0,1051,,705,279,,,5218,0,1051,,5348,0,1051,,3236,287,,,639,293,,,5497,0,,,5497,0,,,474,282,1051,,487,77,1051
5417,0,1052,,718,272,,,5305,0,1052,,5346,0,1052,,3216,294,,,641,287,,,5451,0,,,5451,0,,,464,271,1052,,488,83,1052
5438,0,1053,,725,258,,,5250,0,1053,,5311,0,1053,,3212,301,,,662,288,,,5469,0,,,5469,0,,,458,252,1053,,505,91,1053
5457,0,1054,,697,251,,,5168,0,1054,,5410,0,1054,,3255,301,,,680,284,,,5466,0,,,5466,0,,,447,242,1054,,533,93,1054
5401,0,1055,,699,245,,,5088,0,1055,,5359,0,1055,,3288,292,,,641,270,,,5527,0,,,5527,0,,,491,235,1055,,551,95,1055
5301,0,1056,,702,239,,,5165,0,1056,,5382,0,1056,,3276,300,,,655,276,,,5581,0,,,5581,0,,,501,238,1056,,550,93,1056
5301,0,1057,,700,243,,,5093,0,1057,,5476,0,1057,,3294,316,,,665,274,,,5544,0,,,5544,0,,,499,237,1057,,557,98,1057
5390,0,1058,,695,227,,,5181,0,1058,,5476,0,1058,,3342,326,,,659,276,,,5512,0,,,5512,0,,,502,239,1058,,607,115,1058
5317,0,1059,,723,222,,,5166,0,1059,,5534,0,1059,,3340,327,,,675,289,,,5489,0,,,5489,0,,,503,211,1059,,625,117,1059
5246,0,1060,,717,214,,,5161,0,1060,,5530,0,1060,,3291,327,,,677,295,,,5463,0,,,5463,0,,,507,213,1060,,632,129,1060
5259,0,1061,,710,216,,,5159,0,1061,,5473,0,1061,,3232,327,,,694,297,,,5437,0,,,5437,0,,,526,210,1061,,620,126,1061
5381,0,1062,,715,200,,,5195,0,1062,,5464,0,1062,,3220,335,,,687,291,,,5413,0,,,5413,0,,,541,208,1062,,631,123,1062
5365,0,1063,,750,200,,,5175,0,1063,,5482,0,1063,,3260,333,,,680,303,,,5427,0,,,5427,0,,,535,199,1063,,671,133,1063
5328,0,1064,,762,199,,,5126,0,1064,,5469,0,1064,,3214,350,,,723,314,,,5391,0,,,5391,0,,,537,197,1064,,689,131,1064
5309,0,1065,,771,185,,,5153,0,1065,,5517,0,1065,,3145,343,,,732,310,,,5386,0,,,5386,0,,,580,201,1065,,722,136,1065
5269,0,1066,,767,184,,,5152,0,1066,,5454,0,1066,,3143,352,,,727,309,,,5381,0,,,5381,0,,,590,200,1066,,726,137,1066
5289,0,1067,,784,171,,,5164,0,1067,,5436,0,1067,,3137,380,,,771,304,,,5348,0,,,5348,0,,,598,195,1067,,754,142,1067
5194,0,1068,,813,176,,,5112,0,1068,,5448,0,1068,,3147,393,,,791,297,,,5293,0,,,5293,0,,,603,208,1068,,793,145,1068
5109,0,1069,,838,173,,,5081,0,1069,,5460,0,1069,,3110,403,,,809,321,,,5309,0,,,5309,0,,,619,209,1069,,801,143,1069
5105,0,1070,,845,163,,,5148,0,1070,,5432,0,1070,,3078,395,,,830,309,,,5284,0,,,5284,0,,,641,230,1070,,819,149,1070
5047,0,1071,,851,161,,,5193,0,1071,,5418,0,1071,,3031,395,,,855,308,,,5211,0,,,5211,0,,,642,246,1071,,851,164,1071
5065,0,1072,,866,166,,,5171,0,1072,,5438,0,1072,,3022,399,,,854,314,,,5230,0,,,5230,0,,,654,251,1072,,898,178,1072
5026,0,1073,,888,162,,,5132,0,1073,,5416,0,1073,,3006,402,,,887,307,,,5254,0,,,5254,0,,,676,246,1073,,899,174,1073
5007,0,1074,,929,159,,,5057,0,1074,,5485,0,1074,,2969,391,,,898,312,,,5228,0,,,5228,0,,,692,240,1074,,952,173,1074
5025,0,1075,,956,157,,,5057,0,1075,,5451,0,1075,,2993,391,,,914,305,,,5170,0,,,5170,0,,,720,236,1075,,981,175,1075
5013,0,1076,,926,161,,,5109,0,1076,,5426,0,1076,,2943,416,,,936,316,,,5162,0,,,5162,0,,,725,248,1076,,1020,187,1076
5006,0,1077,,933,158,,,5134,0,1077,,5436,0,1077,,2867,418,,,938,315,,,5149,0,,,5149,0,,,735,262,1077,,1060,199,1077
4958,0,1078,,982,160,,,5139,0,1078,,5480,0,1078,,2809,419,,,941,305,,,5117,0,,,5117,0,,,745,270,1078,,1092,205,1078
4896,0,1079,,988,148,,,5148,0,1079,,5445,0,1079,,2779,439,,,973,308,,,5074,0,,,5074,0,,,748,274,1079,,1104,212,1079
4886,0,1080,,1005,144,,,5238,0,1080,,5525,0,1080,,2808,452,,,984,328,,,5102,0,,,5102,0,,,759,269,1080,,1125,208,1080
4948,0,1081,,1034,132,,,5237,0,1081,,5447,0,1081,,2785,468,,,984,331,,,5114,0,,,5114,0,,,764,271,1081,,1128,210,1081
4942,0,1082,,1033,150,,,5257,0,1082,,5383,0,1082,,2746,490,,,992,338,,,5098,0,,,5098,0,,,746,276,1082,,1183,220,1082
4860,0,1083,,1056,151,,,5227,0,1083,,5353,0,1083,,2670,510,,,997,344,,,5196,0,,,5196,0,,,760,272,1083,,1199,224,1083
4842,0,1084,,1079,149,,,5242,0,1084,,5443,0,1084,,2630,503,,,999,339,,,5279,0,,,5279,0,,,761,281,1084,,1190,242,1084
4863,0,1085,,1138,144,,,5240,0,1085,,5431,0,1085,,2596,524,,,1002,345,,,5281,0,,,5281,0,,,746,279,1085,,1205,246,1085
4874,0,1086,,1157,147,,,5226,0,1086,,5403,0,1086,,2606,532,,,999,349,,,5303,0,,,5303,0,,,758,271,1086,,1212,264,1086
4889,0,1087,,1161,143,,,5186,0,1087,,5391,0,1087,,2553,543,,,982,346,,,5321,0,,,5321,0,,,737,282,1087,,1211,262,1087
4846,0,1088,,1171,135,,,5176,0,1088,,5380,0,1088,,2518,567,,,995,365,,,5267,0,,,5267,0,,,737,278,1088,,1210,273,1088
4857,0,1089,,1218,151,,,5247,0,1089,,5374,0,1089,,2536,568,,,1000,376,,,5292,0,,,5292,0,,,717,269,1089,,1242,275,1089
4901,0,1090,,1257,139,,,5311,0,1090,,5313,0,1090,,2515,561,,,989,378,,,5366,0,,,5366,0,,,736,274,1090,,1239,256,1090
4858,0,1091,,1241,144,,,5326,0,1091,,5333,0,1091,,2442,571,,,976,383,,,5360,0,,,5360,0,,,722,272,1091,,1262,256,1091
4894,0,1092,,1280,141,,,5255,0,1092,,5354,0,1092,,2384,577,,,980,383,,,5352,0,,,5352,0,,,710,284,1092,,1247,259,1092
4861,0,1093,,1323,143,,,5278,0,1093,,5374,0,1093,,2393,577,,,954,401,,,5403,0,,,5403,0,,,687,288,1093,,1234,267,1093
4796,0,1094,,1371,152,,,5255,0,1094,,5311,0,1094,,2396,559,,,971,397,,,5535,0,,,5535,0,,,676,285,1094,,1232,279,1094
4838,0,1095,,1425,160,,,5183,0,1095,,5306,0,1095,,2341,554,,,986,407,,,5643,0,,,5643,0,,,683,282,1095,,1277,287,1095
4869,0,1096,,1467,166,,,5140,0,1096,,5319,0,1096,,2264,578,,,971,436,,,5638,0,,,5638,0,,,694,281,1096,,1300,289,1096
4858,0,1097,,1488,164,,,5161,0,1097,,5287,0,1097,,2240,603,,,957,424,,,5619,0,,,5619,0,,,701,297,1097,,1313,297,1097
4866,0,1098,,1509,165,,,5104,0,1098,,5373,0,1098,,2227,614,,,932,406,,,5571,0,,,5571,0,,,729,300,1098,,1295,295,1098
4943,0,1099,,1526,167,,,5090,0,1099,,5288,0,1099,,2191,596,,,929,421,,,5541,0,,,5541,0,,,736,301,1099,,1299,295,1099
5001,0,1100,,1574,164,,,5081,0,1100,,5211,0,1100,,2125,585,,,929,426,,,5502,0,,,5502,0,,,733,296,1100,,1334,308,1100
5033,0,1101,,1631,156,,,5085,0,1101,,5210,0,1101,,2065,586,,,906,430,,,5508,0,,,5508,0,,,734,287,1101,,1374,317,1101
4979,0,1102,,1692,161,,,5172,0,1102,,5254,0,1102,,2051,601,,,889,438,,,5443,0,,,5443,0,,,736,283,1102,,1413,320,1102
5080,0,1103,,1711,169,,,5188,0,1103,,5337,0,1103,,2000,581,,,909,439,,,5478,0,,,5478,0,,,745,283,1103,,1415,318,1103
5105,0,1104,,1788,177,,,5180,0,1104,,5359,0,1104,,1977,578,,,904,428,,,5490,0,,,5490,0,,,764,287,1104,,1436,310,1104
5196,0,1105,,1869,176,,,5141,0,1105,,5382,0,1105,,1899,549,,,867,422,,,5505,0,,,5505,0,,,774,270,1105,,1469,320,1105
5176,0,1106,,1923,178,,,5120,0,1106,,5374,0,1106,,1857,590,,,838,433,,,5444,0,,,5444,0,,,782,268,1106,,1474,325,1106
5266,0,1107,,1983,176,,,5109,0,1107,,5364,0,1107,,1845,593,,,836,453,,,5501,0,,,5501,0,,,787,267,1107,,1481,326,1107
5247,0,1108,,2082,176,,,5151,0,1108,,5363,0,1108,,1800,625,,,825,454,,,5479,0,,,5479,0,,,813,271,1108,,1523,352,1108
5211,0,1109,,2175,174,,,5123,0,1109,,5348,0,1109,,1740,611,,,801,443,,,5422,0,,,5422,0,,,811,263,1109,,1577,354,1109
5228,0,1110,,2221,178,,,5098,0,1110,,5333,0,1110,,1678,607,,,761,432,,,5305,0,,,5305,0,,,828,245,1110,,1614,374,1110
5271,0,1111,,2224,176,,,5167,0,1111,,5331,0,1111,,1646,608,,,742,427,,,5266,0,,,5266,0,,,854,245,1111,,1597,365,1111
5279,0,1112,,2288,190,,,5250,0,1112,,5275,0,1112,,1599,624,,,723,425,,,5308,0,,,5308,0,,,891,253,1112,,1613,369,1112
5287,0,1113,,2322,187,,,5321,0,1113,,5274,0,1113,,1545,626,,,712,420,,,5272,0,,,5272,0,,,909,253,1113,,1633,371,1113
5304,0,1114,,2400,190,,,5367,0,1114,,5180,0,1114,,1494,610,,,743,419,,,5302,0,,,5302,0,,,906,258,1114,,1645,367,1114
5293,0,1115,,2467,183,,,5404,0,1115,,5240,0,1115,,1454,567,,,723,404,,,5261,0,,,5261,0,,,937,258,1115,,1675,369,1115
5258,0,1116,,2542,189,,,5436,0,1116,,5323,0,1116,,1386,555,,,696,402,,,5267,0,,,5267,0,,,954,257,1116,,1695,373,1116
5319,0,1117,,2589,196,,,5488,0,1117,,5332,0,1117,,1353,561,,,685,399,,,5316,0,,,5316,0,,,969,253,1117,,1728,384,1117
5359,0,1118,,2662,205,,,5437,0,1118,,5305,0,1118,,1300,569,,,656,400,,,5369,0,,,5369,0,,,961,248,1118,,1729,396,1118
5280,0,1119,,2741,208,,,5447,0,1119,,5320,0,1119,,1272,556,,,646,391,,,5320,0,,,5320,0,,,973,249,1119,,1775,409,1119
5323,0,1120,,2824,207,,,5454,0,1120,,5276,0,1120,,1222,559,,,640,396,,,5299,0,,,5299,0,,,987,243,1120,,1815,426,1120
5237,0,1121,,2835,201,,,5456,0,1121,,5257,0,1121,,1211,570,,,648,392,,,5288,0,,,5288,0,,,1021,243,1121,,1840,427,1121
5262,0,1122,,2874,198,,,5467,0,1122,,5229,0,1122,,1187,569,,,692,385,,,5307,0,,,5307,0,,,1028,242,1122,,1855,436,1122
5273,0,1123,,2949,216,,,5421,0,1123,,5214,0,1123,,1146,576,,,646,387,,,5240,0,,,5240,0,,,1039,239,1123,,1857,461,1123
5309,0,1124,,3009,225,,,5476,0,1124,,5159,0,1124,,1113,521,,,653,387,,,5241,0,,,5241,0,,,1040,235,1124,,1872,481,1124
5330,0,1125,,3058,225,,,5497,0,1125,,5131,0,1125,,1047,530,,,648,386,,,5268,0,,,5268,0,,,1083,226,1125,,1866,522,1125
5311,0,1126,,3104,232,,,5493,0,1126,,5161,0,1126,,991,508,,,660,377,,,5256,0,,,5256,0,,,1123,224,1126,,1887,523,1126
5287,0,1127,,3239,243,,,5447,0,1127,,5189,0,1127,,984,494,,,629,391,,,5249,0,,,5249,0,,,1144,241,1127,,1879,520,1127
5273,0,1128,,3273,246,,,5395,0,1128,,5179,0,1128,,952,487,,,614,403,,,5182,0,,,5182,0,,,1180,240,1128,,1850,513,1128
5263,0,1129,,3297,243,,,5333,0,1129,,5176,0,1129,,906,467,,,622,408,,,5248,0,,,5248,0,,,1227,255,1129,,1843,516,1129
5285,0,1130,,3357,237,,,5271,0,1130,,5208,0,1130,,843,455,,,620,410,,,5299,0,,,5299,0,,,1249,257,1130,,1870,510,1130
5297,0,1131,,3360,237,,,5322,0,1131,,5172,0,1131,,820,453,,,621,432,,,5355,0,,,5355,0,,,1270,259,1131,,1911,514,1131
5223,0,1132,,3427,242,,,5359,0,1132,,5113,0,1132,,797,443,,,610,424,,,5304,0,,,5304,0,,,1309,266,1132,,1942,507,1132
5237,0,1133,,3435,249,,,5326,0,1133,,5116,0,1133,,780,438,,,618,423,,,5354,0,,,5354,0,,,1343,274,1133,,1968,504,1133
5224,0,1134,,3461,256,,,5338,0,1134,,5180,0,1134,,713,419,,,615,423,,,5275,0,,,5275,0,,,1404,276,1134,,1991,491,1134
5272,0,1135,,3497,270,,,5280,0,1135,,5154,0,1135,,668,404,,,597,411,,,5321,0,,,5321,0,,,1438,297,1135,,2008,488,1135
5297,0,1136,,3504,275,,,5317,0,1136,,5191,0,1136,,620,379,,,563,423,,,5333,0,,,5333,0,,,1493,312,1136,,2071,484,1136
5364,0,1137,,3499,281,,,5318,0,1137,,5261,0,1137,,574,412,,,556,426,,,5290,0,,,5290,0,,,1503,321,1137,,2033,473,1137
5381,0,1138,,3517,272,,,5324,0,1138,,5215,0,1138,,547,426,,,518,420,,,5293,0,,,5293,0,,,1517,318,1138,,2030,474,1138
5383,0,1139,,3511,275,,,5359,0,1139,,5206,0,1139,,531,410,,,531,423,,,5351,0,,,5351,0,,,1523,330,1139,,2052,475,1139
5309,0,1140,,3561,273,,,5294,0,1140,,5274,0,1140,,485,416,,,504,415,,,5327,0,,,5327,0,,,1540,340,1140,,2094,460,1140
5255,0,1141,,3545,282,,,5244,0,1141,,5275,0,1141,,453,408,,,498,409,,,5320,0,,,5320,0,,,1557,343,1141,,2183,443,1141
5306,0,1142,,3516,278,,,5337,0,1142,,5323,0,1142,,436,420,,,480,417,,,5419,0,,,5419,0,,,1555,331,1142,,2168,418,1142
5273,0,1143,,3431,276,,,5344,0,1143,,5355,0,1143,,406,416,,,476,433,,,5490,0,,,5490,0,,,1587,330,1143,,2173,398,1143
5230,0,1144,,3473,277,,,5290,0,1144,,5387,0,1144,,398,443,,,473,442,,,5441,0,,,5441,0,,,1595,348,1144,,2179,382,1144
5238,0,1145,,3526,265,,,5254,0,1145,,5423,0,1145,,393,452,,,475,444,,,5440,0,,,5440,0,,,1610,349,1145,,2258,367,1145
5208,0,1146,,3500,261,,,5325,0,1146,,5411,0,1146,,383,466,,,473,434,,,5377,0,,,5377,0,,,1621,357,1146,,2263,354,1146
5195,0,1147,,3516,257,,,5291,0,1147,,5387,0,1147,,356,457,,,474,425,,,5365,0,,,5365,0,,,1639,375,1147,,2219,343,1147
5251,0,1148,,3501,264,,,5274,0,1148,,5442,0,1148,,342,438,,,464,421,,,5394,0,,,5394,0,,,1628,380,1148,,2233,374,1148
5274,0,1149,,3546,265,,,5317,0,1149,,5517,0,1149,,322,436,,,442,410,,,5397,0,,,5397,0,,,1599,377,1149,,2239,361,1149
5267,0,1150,,3519,263,,,5275,0,1150,,5520,0,1150,,335,447,,,435,404,,,5403,0,,,5403,0,,,1556,395,1150,,2233,360,1150
5214,0,1151,,3488,265,,,5336,0,1151,,5567,0,1151,,311,454,,,431,412,,,5425,0,,,5425,0,,,1546,413,1151,,2231,351,1151
5191,0,1152,,3400,259,,,5277,0,1152,,5547,0,1152,,314,443,,,412,415,,,5428,0,,,5428,0,,,1523,439,1152,,2178,343,1152
5155,0,1153,,3424,247,,,5240,0,1153,,5487,0,1153,,294,429,,,390,412,,,5481,0,,,5481,0,,,1511,440,1153,,2177,333,1153
5109,0,1154,,3462,236,,,5193,0,1154,,5486,0,1154,,271,428,,,372,389,,,5492,0,,,5492,0,,,1501,450,1154,,2162,361,1154
5053,0,1155,,3442,249,,,5186,0,1155,,5579,0,1155,,246,404,,,352,380,,,5448,0,,,5448,0,,,1469,442,1155,,2113,364,1155
5011,0,1156,,3400,252,,,5184,0,1156,,5639,0,1156,,236,383,,,374,386,,,5415,0,,,5415,0,,,1458,459,1156,,2088,359,1156
5009,0,1157,,3400,254,,,5266,0,1157,,5617,0,1157,,236,384,,,378,387,,,5382,0,,,5382,0,,,1444,476,1157,,1987,359,1157
5030,0,1158,,3359,249,,,5244,0,1158,,5614,0,1158,,244,370,,,377,391,,,5296,0,,,5296,0,,,1481,479,1158,,1991,376,1158
5108,0,1159,,3296,261,,,5199,0,1159,,5605,0,1159,,242,393,,,361,386,,,5320,0,,,5320,0,,,1462,507,1159,,1942,365,1159
5143,0,1160,,3295,280,,,5272,0,1160,,5583,0,1160,,235,384,,,356,380,,,5299,0,,,5299,0,,,1423,513,1160,,1929,355,1160
5223,0,1161,,3299,271,,,5324,0,1161,,5554,0,1161,,239,367,,,343,352,,,5369,0,,,5369,0,,,1410,528,1161,,1820,368,1161
5161,0,1162,,3279,266,,,5261,0,1162,,5557,0,1162,,233,348,,,333,342,,,5391,0,,,5391,0,,,1426,539,1162,,1814,396,1162
5183,0,1163,,3237,278,,,5280,0,1163,,5553,0,1163,,225,342,,,324,331,,,5336,0,,,5336,0,,,1427,549,1163,,1841,394,1163
5146,0,1164,,3175,283,,,5265,0,1164,,5565,0,1164,,211,317,,,312,318,,,5338,0,,,5338,0,,,1420,569,1164,,1824,394,1164
5144,0,1165,,3131,285,,,5260,0,1165,,5526,0,1165,,205,306,,,325,317,,,5296,0,,,5296,0,,,1414,569,1165,,1761,380,1165
5163,0,1166,,3104,290,,,5332,0,1166,,5569,0,1166,,184,305,,,319,313,,,5368,0,,,5368,0,,,1413,587,1166,,1736,382,1166
5193,0,1167,,3096,298,,,5300,0,1167,,5622,0,1167,,196,306,,,312,313,,,5302,0,,,5302,0,,,1422,598,1167,,1653,383,1167
5201,0,1168,,3097,310,,,5283,0,1168,,5551,0,1168,,195,298,,,313,300,,,5302,0,,,5302,0,,,1388,602,1168,,1659,392,1168
5227,0,1169,,3055,328,,,5324,0,1169,,5561,0,1169,,178,285,,,317,284,,,5280,0,,,5280,0,,,1383,619,1169,,1665,406,1169
5270,0,1170,,3008,330,,,5360,0,1170,,5558,0,1170,,174,275,,,334,273,,,5282,0,,,5282,0,,,1377,620,1170,,1587,413,1170
5276,0,1171,,3001,336,,,5391,0,1171,,5432,0,1171,,180,262,,,329,259,,,5314,0,,,5314,0,,,1360,641,1171,,1597,430,1171
5284,0,1172,,3050,342,,,5497,0,1172,,5330,0,1172,,198,254,,,306,248,,,5321,0,,,5321,0,,,1342,652,1172,,1554,408,1172
5424,0,1173,,2960,362,,,5494,0,1173,,5316,0,1173,,196,249,,,321,244,,,5278,0,,,5278,0,,,1307,673,1173,,1532,397,1173
5429,0,1174,,2958,383,,,5403,0,1174,,5255,0,1174,,175,241,,,311,229,,,5240,0,,,5240,0,,,1232,663,1174,,1497,409,1174
5432,0,1175,,2982,390,,,5383,0,1175,,5239,0,1175,,166,229,,,340,213,,,5135,0,,,5135,0,,,1207,663,1175,,1501,404,1175
5338,0,1176,,2978,412,,,5401,0,1176,,5200,0,1176,,178,222,,,341,200,,,5245,0,,,5245,0,,,1169,676,1176,,1491,393,1176
5311,0,1177,,2970,423,,,5389,0,1177,,5201,0,1177,,177,188,,,341,195,,,5171,0,,,5171,0,,,1118,670,1177,,1489,390,1177
5343,0,1178,,2917,428,,,5394,0,1178,,5148,0,1178,,173,168,,,337,184,,,5135,0,,,5135,0,,,1048,651,1178,,1458,420,1178
5338,0,1179,,2927,448,,,5345,0,1179,,5133,0,1179,,169,166,,,345,178,,,5172,0,,,5172,0,,,988,656,1179,,1403,408,1179
5323,0,1180,,2939,463,,,5288,0,1180,,5102,0,1180,,173,173,,,360,167,,,5210,0,,,5210,0,,,936,667,1180,,1337,410,1180
5372,0,1181,,2914,462,,,5264,0,1181,,5079,0,1181,,177,166,,,358,171,,,5210,0,,,5210,0,,,902,681,1181,,1313,404,1181
5379,0,1182,,2874,478,,,5178,0,1182,,5113,0,1182,,176,157,,,366,164,,,5121,0,,,5121,0,,,848,678,1182,,1301,405,1182
5390,0,1183,,2828,497,,,5255,0,1183,,5135,0,1183,,162,156,,,393,155,,,5156,0,,,5156,0,,,785,715,1183,,1280,420,1183
5470,0,1184,,2835,509,,,5251,0,1184,,5208,0,1184,,148,144,,,412,148,,,5148,0,,,5148,0,,,748,726,1184,,1259,411,1184
5472,0,1185,,2809,514,,,5212,0,1185,,5235,0,1185,,150,128,,,399,140,,,5164,0,,,5164,0,,,722,749,1185,,1216,407,1185
5419,0,1186,,2797,517,,,5222,0,1186,,5325,0,1186,,148,111,,,397,150,,,5156,0,,,5156,0,,,670,750,1186,,1200,408,1186
5507,0,1187,,2773,512,,,5214,0,1187,,5308,0,1187,,142,106,,,410,146,,,5177,0,,,5177,0,,,631,751,1187,,1160,406,1187
5534,0,1188,,2696,540,,,5182,0,1188,,5372,0,1188,,152,100,,,410,140,,,5211,0,,,5211,0,,,587,756,1188,,1137,400,1188
5551,0,1189,,2658,544,,,5115,0,1189,,5378,0,1189,,154,102,,,408,136,,,5240,0,,,5240,0,,,546,762,1189,,1130,385,1189
5515,0,1190,,2603,548,,,5100,0,1190,,5437,0,1190,,159,97,,,416,136,,,5259,0,,,5259,0,,,518,762,1190,,1116,384,1190
5566,0,1191,,2524,564,,,5085,0,1191,,5363,0,1191,,152,90,,,457,154,,,5259,0,,,5259,0,,,492,744,1191,,1087,390,1191
5597,0,1192,,2475,581,,,4978,0,1192,,5387,0,1192,,147,87,,,473,151,,,5240,0,,,5240,0,,,464,739,1192,,1045,378,1192
5617,0,1193,,2416,599,,,5025,0,1193,,5466,0,1193,,156,83,,,485,154,,,5242,0,,,5242,0,,,445,720,1193,,1010,378,1193
5661,0,1194,,2437,619,,,4983,0,1194,,5515,0,1194,,156,92,,,503,160,,,5256,0,,,5256,0,,,415,709,1194,,1014,389,1194
5634,0,1195,,2378,623,,,5028,0,1195,,5600,0,1195,,159,85,,,506,162,,,5241,0,,,5241,0,,,419,699,1195,,985,390,1195
5642,0,1196,,2326,611,,,5024,0,1196,,5621,0,1196,,159,85,,,497,183,,,5229,0,,,5229,0,,,399,693,1196,,950,365,1196
5698,0,1197,,2279,621,,,4975,0,1197,,5623,0,1197,,173,80,,,520,184,,,5303,0,,,5303,0,,,380,680,1197,,929,365,1197
5771,0,1198,,2210,612,,,5035,0,1198,,5653,0,1198,,191,72,,,545,196,,,5335,0,,,5335,0,,,379,633,1198,,905,351,1198
5790,0,1199,,2142,617,,,4936,0,1199,,5582,0,1199,,193,59,,,527,209,,,5366,0,,,5366,0,,,374,607,1199,,853,358,1199
5713,0,1200,,2092,591,,,4922,0,1200,,5503,0,1200,,206,55,,,519,216,,,5404,0,,,5404,0,,,358,590,1200,,813,363,1200
5720,0,1201,,2041,609,,,4898,0,1201,,5465,0,1201,,219,53,,,536,221,,,5375,0,,,5375,0,,,353,548,1201,,800,348,1201
5839,0,1202,,1995,591,,,4948,0,1202,,5447,0,1202,,224,52,,,541,223,,,5352,0,,,5352,0,,,346,529,1202,,778,363,1202
5813,0,1203,,1958,585,,,4959,0,1203,,5431,0,1203,,226,54,,,543,229,,,5384,0,,,5384,0,,,341,495,1203,,763,359,1203
5793,0,1204,,1902,576,,,4953,0,1204,,5493,0,1204,,234,52,,,542,233,,,5383,0,,,5383,0,,,339,476,1204,,720,346,1204
5772,0,1205,,1855,574,,,4963,0,1205,,5538,0,1205,,241,54,,,575,237,,,5355,0,,,5355,0,,,347,462,1205,,713,332,1205
5797,0,1206,,1794,552,,,5025,0,1206,,5477,0,1206,,247,52,,,565,240,,,5335,0,,,5335,0,,,344,448,1206,,686,331,1206
5780,0,1207,,1765,545,,,5082,0,1207,,5570,0,1207,,278,49,,,563,243,,,5323,0,,,5323,0,,,358,431,1207,,655,321,1207
5735,0,1208,,1708,560,,,5147,0,1208,,5584,0,1208,,287,48,,,568,259,,,5366,0,,,5366,0,,,370,410,1208,,640,315,1208
5675,0,1209,,1652,552,,,5173,0,1209,,5523,0,1209,,297,51,,,593,258,,,5356,0,,,5356,0,,,389,382,1209,,629,317,1209
5573,0,1210,,1647,565,,,5163,0,1210,,5455,0,1210,,312,50,,,613,254,,,5373,0,,,5373,0,,,403,362,1210,,595,312,1210
5542,0,1211,,1594,556,,,5200,0,1211,,5414,0,1211,,318,53,,,636,252,,,5339,0,,,5339,0,,,394,359,1211,,587,307,1211
5588,0,1212,,1575,548,,,5239,0,1212,,5417,0,1212,,346,45,,,666,251,,,5360,0,,,5360,0,,,392,330,1212,,567,304,1212
5592,0,1213,,1553,549,,,5253,0,1213,,5428,0,1213,,379,44,,,648,256,,,5352,0,,,5352,0,,,393,306,1213,,556,299,1213
5584,0,1214,,1531,539,,,5210,0,1214,,5407,0,1214,,398,43,,,634,260,,,5380,0,,,5380,0,,,390,304,1214,,522,312,1214
5583,0,1215,,1494,518,,,5305,0,1215,,5405,0,1215,,412,42,,,654,271,,,5336,0,,,5336,0,,,396,287,1215,,507,313,1215
5596,0,1216,,1466,530,,,5301,0,1216,,5480,0,1216,,420,43,,,700,285,,,5314,0,,,5314,0,,,404,281,1216,,493,311,1216
5525,0,1217,,1436,536,,,5289,0,1217,,5487,0,1217,,431,47,,,708,288,,,5328,0,,,5328,0,,,404,270,1217,,481,310,1217
5429,0,1218,,1413,543,,,5289,0,1218,,5448,0,1218,,451,47,,,705,288,,,5364,0,,,5364,0,,,404,278,1218,,467,304,1218
5382,0,1219,,1400,529,,,5294,0,1219,,5424,0,1219,,482,46,,,708,288,,,5369,0,,,5369,0,,,406,272,1219,,452,326,1219
5324,0,1220,,1396,528,,,5233,0,1220,,5358,0,1220,,495,44,,,721,302,,,5382,0,,,5382,0,,,396,259,1220,,444,325,1220
5326,0,1221,,1410,531,,,5173,0,1221,,5361,0,1221,,501,36,,,705,294,,,5385,0,,,5385,0,,,394,237,1221,,423,321,1221
5220,0,1222,,1434,525,,,5176,0,1222,,5438,0,1222,,533,36,,,716,290,,,5393,0,,,5393,0,,,389,228,1222,,400,315,1222
