prey,predator,iteration,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,,,prey,predator,iteration,,prey,predator,iteration
5026,0,686,,3970,401,,,4908,0,686,,5346,0,686,,1553,452,,,1367,322,,,5367,0,,,5367,0,,,1001,278,686,,1033,86,686
4994,0,687,,3932,397,,,4982,0,687,,5332,0,687,,1544,457,,,1436,321,,,5312,0,,,5312,0,,,992,265,687,,994,86,687
5008,0,688,,3919,413,,,4960,0,688,,5379,0,688,,1553,455,,,1521,307,,,5303,0,,,5303,0,,,1029,250,688,,966,99,688
5008,0,689,,3871,437,,,4986,0,689,,5442,0,689,,1580,462,,,1545,324,,,5330,0,,,5330,0,,,1101,254,689,,912,98,689
5054,0,690,,3806,460,,,4998,0,690,,5497,0,690,,1559,449,,,1607,306,,,5293,0,,,5293,0,,,1100,248,690,,844,97,690
5053,0,691,,3824,486,,,4999,0,691,,5496,0,691,,1495,470,,,1692,307,,,5322,0,,,5322,0,,,1087,245,691,,820,96,691
5050,0,692,,3806,505,,,5084,0,692,,5505,0,692,,1491,475,,,1747,297,,,5313,0,,,5313,0,,,1106,233,692,,802,100,692
5063,0,693,,3775,526,,,5103,0,693,,5551,0,693,,1519,477,,,1769,278,,,5288,0,,,5288,0,,,1133,223,693,,775,97,693
5121,0,694,,3726,557,,,5111,0,694,,5605,0,694,,1474,467,,,1836,266,,,5266,0,,,5266,0,,,1107,228,694,,750,100,694
5119,0,695,,3644,552,,,5133,0,695,,5612,0,695,,1420,476,,,1868,264,,,5291,0,,,5291,0,,,1115,230,695,,740,87,695
5149,0,696,,3584,554,,,5142,0,696,,5634,0,696,,1396,478,,,1898,267,,,5370,0,,,5370,0,,,1132,223,696,,719,87,696
5168,0,697,,3454,573,,,5106,0,697,,5602,0,697,,1328,496,,,1951,263,,,5385,0,,,5385,0,,,1158,228,697,,703,87,697
5252,0,698,,3373,574,,,5115,0,698,,5620,0,698,,1277,521,,,1994,260,,,5370,0,,,5370,0,,,1186,222,698,,704,87,698
5323,0,699,,3306,594,,,5134,0,699,,5646,0,699,,1216,535,,,2024,262,,,5345,0,,,5345,0,,,1180,218,699,,718,87,699
5289,0,700,,3235,621,,,5105,0,700,,5557,0,700,,1165,522,,,2031,258,,,5388,0,,,5388,0,,,1192,226,700,,710,87,700
5319,0,701,,3220,649,,,5122,0,701,,5519,0,701,,1155,542,,,2055,251,,,5321,0,,,5321,0,,,1192,234,701,,702,87,701
5368,0,702,,3145,666,,,5121,0,702,,5459,0,702,,1141,549,,,2107,249,,,5293,0,,,5293,0,,,1185,235,702,,681,87,702
5383,0,703,,3087,649,,,5021,0,703,,5544,0,703,,1100,537,,,2117,233,,,5276,0,,,5276,0,,,1219,236,703,,656,87,703
5467,0,704,,3045,672,,,4991,0,704,,5511,0,704,,1079,557,,,2157,239,,,5322,0,,,5322,0,,,1188,226,704,,641,87,704
5443,0,705,,3003,696,,,4979,0,705,,5439,0,705,,1073,550,,,2212,223,,,5350,0,,,5350,0,,,1172,217,705,,650,100,705
5456,0,706,,2914,715,,,5032,0,706,,5429,0,706,,1054,551,,,2222,217,,,5365,0,,,5365,0,,,1204,229,706,,673,99,706
5499,0,707,,2819,717,,,4976,0,707,,5485,0,707,,1025,569,,,2231,200,,,5448,0,,,5448,0,,,1215,242,707,,655,98,707
5489,0,708,,2730,728,,,4994,0,708,,5484,0,708,,992,594,,,2223,199,,,5457,0,,,5457,0,,,1222,241,708,,659,97,708
5567,0,709,,2669,725,,,5008,0,709,,5483,0,709,,920,585,,,2245,197,,,5487,0,,,5487,0,,,1212,251,709,,649,101,709
5539,0,710,,2619,739,,,5003,0,710,,5486,0,710,,894,578,,,2241,196,,,5468,0,,,5468,0,,,1219,266,710,,667,98,710
5600,0,711,,2591,739,,,5039,0,711,,5447,0,711,,858,596,,,2231,188,,,5420,0,,,5420,0,,,1229,265,711,,672,101,711
5660,0,712,,2502,760,,,5068,0,712,,5434,0,712,,831,616,,,2245,182,,,5476,0,,,5476,0,,,1210,259,712,,688,88,712
5596,0,713,,2472,782,,,5034,0,713,,5413,0,713,,782,615,,,2280,187,,,5511,0,,,5511,0,,,1206,260,713,,686,88,713
5553,0,714,,2417,795,,,5011,0,714,,5365,0,714,,774,616,,,2297,193,,,5550,0,,,5550,0,,,1211,260,714,,660,88,714
5585,0,715,,2351,777,,,5054,0,715,,5320,0,715,,755,613,,,2297,183,,,5583,0,,,5583,0,,,1234,259,715,,653,88,715
5666,0,716,,2300,762,,,5059,0,716,,5361,0,716,,734,597,,,2301,180,,,5565,0,,,5565,0,,,1272,264,716,,662,88,716
5663,0,717,,2214,775,,,5078,0,717,,5353,0,717,,717,565,,,2354,180,,,5610,0,,,5610,0,,,1300,276,717,,658,88,717
5645,0,718,,2097,759,,,5054,0,718,,5370,0,718,,694,565,,,2380,170,,,5680,0,,,5680,0,,,1315,276,718,,665,88,718
5652,0,719,,2057,726,,,5110,0,719,,5281,0,719,,668,554,,,2409,178,,,5642,0,,,5642,0,,,1325,272,719,,674,88,719
5631,0,720,,1921,730,,,5145,0,720,,5300,0,720,,617,547,,,2400,172,,,5604,0,,,5604,0,,,1310,272,720,,656,88,720
5687,0,721,,1851,763,,,5165,0,721,,5257,0,721,,560,552,,,2346,171,,,5560,0,,,5560,0,,,1344,295,721,,649,88,721
5653,0,722,,1785,760,,,5071,0,722,,5222,0,722,,511,539,,,2393,176,,,5483,0,,,5483,0,,,1360,286,722,,649,101,722
5569,0,723,,1729,794,,,5208,0,723,,5182,0,723,,494,555,,,2415,182,,,5384,0,,,5384,0,,,1389,287,723,,658,100,723
5550,0,724,,1682,788,,,5216,0,724,,5209,0,724,,474,552,,,2445,182,,,5387,0,,,5387,0,,,1446,286,724,,648,99,724
5540,0,725,,1642,787,,,5240,0,725,,5185,0,725,,458,536,,,2435,183,,,5439,0,,,5439,0,,,1496,286,725,,656,98,725
5446,0,726,,1583,768,,,5315,0,726,,5168,0,726,,440,522,,,2453,195,,,5437,0,,,5437,0,,,1497,292,726,,639,102,726
5461,0,727,,1481,780,,,5264,0,727,,5197,0,727,,444,538,,,2495,190,,,5410,0,,,5410,0,,,1556,293,727,,660,99,727
5424,0,728,,1431,775,,,5257,0,728,,5177,0,728,,434,521,,,2567,209,,,5309,0,,,5309,0,,,1588,307,728,,639,102,728
5448,0,729,,1361,793,,,5300,0,729,,5228,0,729,,418,507,,,2551,220,,,5322,0,,,5322,0,,,1597,317,729,,629,89,729
5520,0,730,,1305,773,,,5357,0,730,,5254,0,730,,412,476,,,2562,221,,,5312,0,,,5312,0,,,1663,326,730,,630,89,730
5469,0,731,,1243,757,,,5396,0,731,,5232,0,731,,398,454,,,2590,214,,,5296,0,,,5296,0,,,1735,333,731,,637,89,731
5410,0,732,,1178,751,,,5333,0,732,,5256,0,732,,389,439,,,2634,225,,,5294,0,,,5294,0,,,1743,334,732,,645,89,732
5452,0,733,,1143,782,,,5374,0,733,,5274,0,733,,388,420,,,2626,226,,,5243,0,,,5243,0,,,1763,333,733,,643,89,733
5440,0,734,,1103,797,,,5347,0,734,,5250,0,734,,396,401,,,2619,223,,,5202,0,,,5202,0,,,1789,328,734,,669,89,734
5496,0,735,,1031,792,,,5382,0,735,,5305,0,735,,398,414,,,2596,231,,,5193,0,,,5193,0,,,1822,335,735,,686,89,735
5431,0,736,,1005,755,,,5444,0,736,,5332,0,736,,393,389,,,2571,225,,,5234,0,,,5234,0,,,1847,349,736,,690,89,736
5412,0,737,,938,774,,,5474,0,737,,5349,0,737,,377,372,,,2587,223,,,5250,0,,,5250,0,,,1863,341,737,,691,89,737
5425,0,738,,903,786,,,5491,0,738,,5372,0,738,,375,365,,,2608,237,,,5283,0,,,5283,0,,,1869,340,738,,710,89,738
5447,0,739,,871,768,,,5501,0,739,,5391,0,739,,370,348,,,2648,239,,,5295,0,,,5295,0,,,1921,333,739,,734,102,739
5478,0,740,,800,754,,,5553,0,740,,5385,0,740,,382,326,,,2669,243,,,5279,0,,,5279,0,,,1962,343,740,,723,101,740
5475,0,741,,739,755,,,5598,0,741,,5418,0,741,,402,312,,,2673,233,,,5189,0,,,5189,0,,,1987,351,741,,722,100,741
5520,0,742,,694,736,,,5625,0,742,,5398,0,742,,419,304,,,2735,234,,,5261,0,,,5261,0,,,2039,350,742,,715,99,742
5492,0,743,,661,752,,,5628,0,743,,5292,0,743,,427,287,,,2774,243,,,5244,0,,,5244,0,,,2016,350,743,,707,103,743
5486,0,744,,627,775,,,5582,0,744,,5359,0,744,,397,276,,,2803,246,,,5253,0,,,5253,0,,,1994,348,744,,705,100,744
5412,0,745,,589,780,,,5562,0,745,,5358,0,745,,392,257,,,2776,256,,,5190,0,,,5190,0,,,2004,357,745,,711,103,745
5347,0,746,,566,767,,,5544,0,746,,5280,0,746,,397,252,,,2778,249,,,5183,0,,,5183,0,,,1993,360,746,,694,90,746
5362,0,747,,546,735,,,5473,0,747,,5212,0,747,,391,262,,,2788,253,,,5149,0,,,5149,0,,,1960,359,747,,721,90,747
5346,0,748,,506,716,,,5483,0,748,,5260,0,748,,390,254,,,2794,252,,,5254,0,,,5254,0,,,1918,373,748,,717,90,748
5285,0,749,,486,688,,,5583,0,749,,5217,0,749,,382,245,,,2753,274,,,5261,0,,,5261,0,,,1952,371,749,,732,90,749
5328,0,750,,478,646,,,5586,0,750,,5276,0,750,,391,232,,,2786,274,,,5327,0,,,5327,0,,,1956,381,750,,726,90,750
5394,0,751,,454,628,,,5582,0,751,,5262,0,751,,405,227,,,2835,287,,,5310,0,,,5310,0,,,1952,385,751,,715,90,751
5405,0,752,,427,619,,,5525,0,752,,5246,0,752,,430,233,,,2887,299,,,5329,0,,,5329,0,,,1863,383,752,,726,90,752
5333,0,753,,407,622,,,5420,0,753,,5289,0,753,,430,216,,,2932,302,,,5361,0,,,5361,0,,,1858,388,753,,731,90,753
5303,0,754,,376,608,,,5455,0,754,,5240,0,754,,406,203,,,2882,302,,,5404,0,,,5404,0,,,1847,379,754,,729,90,754
5265,0,755,,355,583,,,5434,0,755,,5303,0,755,,407,193,,,2894,310,,,5418,0,,,5418,0,,,1807,402,755,,747,90,755
5312,0,756,,361,545,,,5395,0,756,,5358,0,756,,425,198,,,2907,318,,,5454,0,,,5454,0,,,1749,417,756,,750,103,756
5313,0,757,,340,544,,,5333,0,757,,5348,0,757,,443,191,,,2881,333,,,5399,0,,,5399,0,,,1715,423,757,,737,102,757
5275,0,758,,320,544,,,5393,0,758,,5344,0,758,,457,199,,,2879,335,,,5334,0,,,5334,0,,,1683,412,758,,746,101,758
5219,0,759,,317,532,,,5398,0,759,,5359,0,759,,444,182,,,2848,348,,,5271,0,,,5271,0,,,1642,431,759,,784,100,759
5209,0,760,,314,516,,,5377,0,760,,5375,0,760,,468,169,,,2836,359,,,5273,0,,,5273,0,,,1617,439,760,,788,104,760
5174,0,761,,290,467,,,5406,0,761,,5355,0,761,,505,162,,,2828,373,,,5287,0,,,5287,0,,,1598,463,761,,784,101,761
5245,0,762,,281,425,,,5354,0,762,,5443,0,762,,529,160,,,2806,362,,,5250,0,,,5250,0,,,1594,465,762,,783,104,762
5245,0,763,,304,398,,,5312,0,763,,5559,0,763,,564,156,,,2829,368,,,5333,0,,,5333,0,,,1579,476,763,,802,91,763
5326,0,764,,301,389,,,5316,0,764,,5554,0,764,,569,148,,,2844,391,,,5250,0,,,5250,0,,,1570,465,764,,837,91,764
5313,0,765,,280,384,,,5327,0,765,,5602,0,765,,571,140,,,2885,400,,,5254,0,,,5254,0,,,1554,477,765,,841,91,765
5279,0,766,,271,361,,,5264,0,766,,5627,0,766,,620,140,,,2874,400,,,5284,0,,,5284,0,,,1523,485,766,,836,91,766
5229,0,767,,266,360,,,5250,0,767,,5629,0,767,,627,141,,,2870,402,,,5287,0,,,5287,0,,,1536,484,767,,878,91,767
5239,0,768,,251,344,,,5288,0,768,,5654,0,768,,637,131,,,2821,400,,,5257,0,,,5257,0,,,1571,507,768,,886,91,768
5283,0,769,,238,330,,,5310,0,769,,5584,0,769,,653,125,,,2788,421,,,5242,0,,,5242,0,,,1554,516,769,,896,91,769
5318,0,770,,235,316,,,5216,0,770,,5584,0,770,,702,124,,,2795,448,,,5237,0,,,5237,0,,,1535,528,770,,923,91,770
5284,0,771,,230,288,,,5269,0,771,,5547,0,771,,757,117,,,2780,463,,,5284,0,,,5284,0,,,1505,526,771,,939,91,771
5288,0,772,,214,268,,,5262,0,772,,5589,0,772,,793,128,,,2763,468,,,5261,0,,,5261,0,,,1467,537,772,,987,91,772
5273,0,773,,205,255,,,5222,0,773,,5638,0,773,,813,129,,,2794,476,,,5234,0,,,5234,0,,,1459,537,773,,1033,104,773
5347,0,774,,188,247,,,5213,0,774,,5605,0,774,,840,120,,,2764,483,,,5220,0,,,5220,0,,,1476,521,774,,1054,103,774
5425,0,775,,183,233,,,5212,0,775,,5629,0,775,,893,114,,,2765,508,,,5284,0,,,5284,0,,,1499,500,775,,1046,102,775
5464,0,776,,180,221,,,5213,0,776,,5674,0,776,,934,104,,,2739,507,,,5255,0,,,5255,0,,,1508,495,776,,1082,101,776
5498,0,777,,174,206,,,5179,0,777,,5627,0,777,,962,104,,,2758,515,,,5279,0,,,5279,0,,,1475,498,777,,1089,105,777
5452,0,778,,165,193,,,5198,0,778,,5618,0,778,,976,110,,,2779,523,,,5284,0,,,5284,0,,,1457,500,778,,1131,102,778
5364,0,779,,139,190,,,5265,0,779,,5624,0,779,,961,108,,,2731,512,,,5264,0,,,5264,0,,,1466,495,779,,1116,105,779
5323,0,780,,140,185,,,5280,0,780,,5618,0,780,,984,108,,,2711,545,,,5288,0,,,5288,0,,,1485,498,780,,1128,92,780
5312,0,781,,128,185,,,5232,0,781,,5571,0,781,,982,111,,,2633,566,,,5261,0,,,5261,0,,,1477,486,781,,1171,92,781
5328,0,782,,120,170,,,5253,0,782,,5588,0,782,,984,114,,,2607,570,,,5247,0,,,5247,0,,,1451,484,782,,1202,92,782
5316,0,783,,111,161,,,5217,0,783,,5548,0,783,,998,103,,,2555,579,,,5214,0,,,5214,0,,,1404,481,783,,1191,92,783
5342,0,784,,98,156,,,5208,0,784,,5514,0,784,,1027,99,,,2521,597,,,5211,0,,,5211,0,,,1379,475,784,,1267,92,784
5346,0,785,,98,144,,,5232,0,785,,5529,0,785,,1044,94,,,2427,602,,,5236,0,,,5236,0,,,1362,497,785,,1293,92,785
5415,0,786,,82,141,,,5241,0,786,,5548,0,786,,1076,98,,,2393,605,,,5149,0,,,5149,0,,,1331,496,786,,1307,92,786
5477,0,787,,82,135,,,5277,0,787,,5585,0,787,,1090,96,,,2301,615,,,5136,0,,,5136,0,,,1342,505,787,,1319,92,787
5505,0,788,,86,120,,,5259,0,788,,5557,0,788,,1116,90,,,2329,597,,,5151,0,,,5151,0,,,1357,482,788,,1320,92,788
5485,0,789,,85,122,,,5304,0,789,,5608,0,789,,1115,94,,,2216,633,,,5218,0,,,5218,0,,,1344,486,789,,1377,92,789
5466,0,790,,95,121,,,5275,0,790,,5593,0,790,,1123,85,,,2177,655,,,5223,0,,,5223,0,,,1321,485,790,,1399,105,790
5454,0,791,,88,115,,,5254,0,791,,5594,0,791,,1159,79,,,2124,666,,,5200,0,,,5200,0,,,1299,474,791,,1415,104,791
5463,0,792,,91,102,,,5257,0,792,,5540,0,792,,1159,82,,,2052,672,,,5248,0,,,5248,0,,,1245,460,792,,1453,103,792
5487,0,793,,92,95,,,5213,0,793,,5543,0,793,,1184,95,,,2002,652,,,5328,0,,,5328,0,,,1217,456,793,,1535,102,793
5426,0,794,,95,92,,,5245,0,794,,5508,0,794,,1188,100,,,1931,651,,,5292,0,,,5292,0,,,1200,447,794,,1570,106,794
5387,0,795,,93,90,,,5211,0,795,,5460,0,795,,1190,101,,,1898,662,,,5236,0,,,5236,0,,,1155,432,795,,1607,103,795
5344,0,796,,96,95,,,5164,0,796,,5472,0,796,,1215,98,,,1799,672,,,5209,0,,,5209,0,,,1137,419,796,,1637,106,796
5381,0,797,,98,82,,,5188,0,797,,5477,0,797,,1235,113,,,1765,663,,,5150,0,,,5150,0,,,1119,431,797,,1673,93,797
5403,0,798,,91,74,,,5190,0,798,,5522,0,798,,1246,126,,,1637,657,,,5178,0,,,5178,0,,,1122,418,798,,1758,93,798
5512,0,799,,92,67,,,5213,0,799,,5544,0,799,,1269,127,,,1583,668,,,5232,0,,,5232,0,,,1126,411,799,,1861,93,799
5545,0,800,,97,68,,,5203,0,800,,5502,0,800,,1264,142,,,1505,664,,,5258,0,,,5258,0,,,1119,419,800,,1889,93,800
5532,0,801,,104,67,,,5230,0,801,,5489,0,801,,1277,149,,,1496,661,,,5333,0,,,5333,0,,,1142,421,801,,1941,93,801
5523,0,802,,106,67,,,5208,0,802,,5530,0,802,,1292,163,,,1493,633,,,5374,0,,,5374,0,,,1160,440,802,,2024,93,802
5504,0,803,,107,64,,,5285,0,803,,5532,0,803,,1314,166,,,1496,630,,,5416,0,,,5416,0,,,1118,444,803,,2065,93,803
5443,0,804,,116,58,,,5346,0,804,,5564,0,804,,1315,187,,,1422,628,,,5440,0,,,5440,0,,,1102,443,804,,2121,93,804
5508,0,805,,112,53,,,5330,0,805,,5493,0,805,,1342,187,,,1430,628,,,5362,0,,,5362,0,,,1117,414,805,,2166,93,805
5474,0,806,,106,52,,,5378,0,806,,5520,0,806,,1368,198,,,1382,632,,,5388,0,,,5388,0,,,1103,417,806,,2197,93,806
5409,0,807,,102,44,,,5322,0,807,,5578,0,807,,1364,196,,,1313,601,,,5490,0,,,5490,0,,,1077,425,807,,2255,106,807
5341,0,808,,103,46,,,5355,0,808,,5577,0,808,,1438,196,,,1281,589,,,5474,0,,,5474,0,,,1073,434,808,,2332,105,808
5385,0,809,,113,45,,,5389,0,809,,5597,0,809,,1440,200,,,1233,569,,,5451,0,,,5451,0,,,1064,434,809,,2366,104,809
5462,0,810,,110,45,,,5318,0,810,,5630,0,810,,1442,205,,,1213,552,,,5486,0,,,5486,0,,,1038,432,810,,2408,103,810
5467,0,811,,108,40,,,5246,0,811,,5695,0,811,,1455,202,,,1194,547,,,5524,0,,,5524,0,,,1029,441,811,,2474,107,811
5524,0,812,,119,41,,,5241,0,812,,5712,0,812,,1454,227,,,1187,552,,,5608,0,,,5608,0,,,1032,468,812,,2518,104,812
5550,0,813,,130,36,,,5208,0,813,,5678,0,813,,1471,230,,,1167,534,,,5649,0,,,5649,0,,,1025,476,813,,2605,107,813
5546,0,814,,141,29,,,5196,0,814,,5677,0,814,,1468,241,,,1177,540,,,5621,0,,,5621,0,,,997,492,814,,2658,94,814
5522,0,815,,138,29,,,5219,0,815,,5670,0,815,,1511,249,,,1139,550,,,5606,0,,,5606,0,,,986,513,815,,2708,94,815
5433,0,816,,141,32,,,5254,0,816,,5724,0,816,,1585,245,,,1133,528,,,5612,0,,,5612,0,,,979,515,816,,2752,94,816
5422,0,817,,140,32,,,5256,0,817,,5732,0,817,,1608,273,,,1106,511,,,5566,0,,,5566,0,,,956,508,817,,2799,94,817
5494,0,818,,152,30,,,5314,0,818,,5685,0,818,,1627,294,,,1058,488,,,5503,0,,,5503,0,,,941,511,818,,2920,94,818
5414,0,819,,161,30,,,5285,0,819,,5609,0,819,,1614,315,,,1038,473,,,5452,0,,,5452,0,,,932,542,819,,2982,94,819
5407,0,820,,152,28,,,5243,0,820,,5598,0,820,,1662,317,,,1005,463,,,5469,0,,,5469,0,,,939,541,820,,3077,94,820
5425,0,821,,148,26,,,5196,0,821,,5619,0,821,,1711,325,,,983,446,,,5451,0,,,5451,0,,,908,535,821,,3111,84,821
5324,0,822,,148,24,,,5176,0,822,,5566,0,822,,1700,329,,,952,416,,,5456,0,,,5456,0,,,870,529,822,,3221,84,822
5377,0,823,,156,26,,,5206,0,823,,5517,0,823,,1726,332,,,954,415,,,5426,0,,,5426,0,,,844,542,823,,3306,84,823
5386,0,824,,166,29,,,5188,0,824,,5499,0,824,,1719,355,,,936,417,,,5404,0,,,5404,0,,,803,531,824,,3326,84,824
5274,0,825,,167,32,,,5193,0,825,,5504,0,825,,1739,354,,,932,409,,,5448,0,,,5448,0,,,792,527,825,,3358,84,825
5213,0,826,,171,28,,,5232,0,826,,5488,0,826,,1791,360,,,902,402,,,5408,0,,,5408,0,,,779,515,826,,3416,84,826
5183,0,827,,172,24,,,5308,0,827,,5474,0,827,,1835,374,,,871,412,,,5425,0,,,5425,0,,,767,516,827,,3491,84,827
5215,0,828,,177,24,,,5336,0,828,,5423,0,828,,1834,384,,,848,412,,,5355,0,,,5355,0,,,772,507,828,,3521,84,828
5127,0,829,,182,27,,,5263,0,829,,5412,0,829,,1841,397,,,816,427,,,5354,0,,,5354,0,,,725,486,829,,3602,84,829
5063,0,830,,190,25,,,5270,0,830,,5430,0,830,,1867,413,,,806,411,,,5391,0,,,5391,0,,,738,452,830,,3597,84,830
5003,0,831,,191,24,,,5266,0,831,,5483,0,831,,1847,432,,,775,408,,,5470,0,,,5470,0,,,697,441,831,,3677,97,831
5011,0,832,,194,23,,,5279,0,832,,5424,0,832,,1864,452,,,791,379,,,5469,0,,,5469,0,,,700,420,832,,3704,96,832
5033,0,833,,204,22,,,5294,0,833,,5340,0,833,,1887,455,,,779,369,,,5422,0,,,5422,0,,,700,412,833,,3757,95,833
4969,0,834,,206,20,,,5310,0,834,,5403,0,834,,1871,462,,,768,364,,,5355,0,,,5355,0,,,698,400,834,,3747,94,834
4999,0,835,,208,21,,,5308,0,835,,5383,0,835,,1900,457,,,739,367,,,5374,0,,,5374,0,,,686,385,835,,3803,98,835
5076,0,836,,213,21,,,5335,0,836,,5374,0,836,,1917,464,,,715,370,,,5382,0,,,5382,0,,,673,384,836,,3801,95,836
5082,0,837,,228,20,,,5348,0,837,,5313,0,837,,1897,501,,,731,361,,,5400,0,,,5400,0,,,679,370,837,,3835,98,837
5111,0,838,,248,18,,,5340,0,838,,5402,0,838,,1874,518,,,708,363,,,5457,0,,,5457,0,,,689,367,838,,3815,85,838
5111,0,839,,259,22,,,5382,0,839,,5442,0,839,,1867,522,,,701,365,,,5389,0,,,5389,0,,,668,376,839,,3809,85,839
5052,0,840,,260,27,,,5483,0,840,,5387,0,840,,1854,524,,,699,370,,,5369,0,,,5369,0,,,646,376,840,,3889,85,840
5077,0,841,,262,27,,,5413,0,841,,5372,0,841,,1806,518,,,714,362,,,5352,0,,,5352,0,,,652,374,841,,3921,85,841
5072,0,842,,266,29,,,5396,0,842,,5375,0,842,,1784,514,,,726,348,,,5358,0,,,5358,0,,,652,377,842,,3908,85,842
5079,0,843,,276,35,,,5426,0,843,,5394,0,843,,1767,520,,,722,333,,,5324,0,,,5324,0,,,656,371,843,,3901,85,843
5075,0,844,,281,35,,,5465,0,844,,5458,0,844,,1774,537,,,719,309,,,5295,0,,,5295,0,,,626,389,844,,3896,85,844
5162,0,845,,305,33,,,5535,0,845,,5403,0,845,,1831,537,,,703,295,,,5339,0,,,5339,0,,,638,388,845,,3901,85,845
5224,0,846,,323,35,,,5540,0,846,,5409,0,846,,1839,529,,,680,277,,,5347,0,,,5347,0,,,650,384,846,,3947,85,846
5270,0,847,,345,35,,,5573,0,847,,5415,0,847,,1812,525,,,665,274,,,5291,0,,,5291,0,,,655,373,847,,3901,85,847
5303,0,848,,352,34,,,5593,0,848,,5407,0,848,,1755,535,,,679,275,,,5216,0,,,5216,0,,,632,368,848,,3939,98,848
5316,0,849,,364,34,,,5544,0,849,,5440,0,849,,1769,533,,,668,272,,,5204,0,,,5204,0,,,613,384,849,,3920,97,849
5353,0,850,,383,32,,,5557,0,850,,5394,0,850,,1786,521,,,683,272,,,5191,0,,,5191,0,,,608,409,850,,3854,96,850
5298,0,851,,402,31,,,5546,0,851,,5452,0,851,,1790,540,,,656,261,,,5180,0,,,5180,0,,,611,394,851,,3819,95,851
5301,0,852,,405,38,,,5504,0,852,,5452,0,852,,1797,541,,,679,252,,,5154,0,,,5154,0,,,596,402,852,,3793,99,852
5332,0,853,,418,37,,,5545,0,853,,5438,0,853,,1805,537,,,679,240,,,5153,0,,,5153,0,,,553,395,853,,3726,96,853
5353,0,854,,437,42,,,5576,0,854,,5358,0,854,,1818,523,,,683,236,,,5154,0,,,5154,0,,,558,384,854,,3712,99,854
5376,0,855,,455,42,,,5530,0,855,,5356,0,855,,1819,492,,,676,228,,,5194,0,,,5194,0,,,554,371,855,,3676,86,855
5472,0,856,,470,44,,,5501,0,856,,5386,0,856,,1805,507,,,689,216,,,5255,0,,,5255,0,,,547,372,856,,3557,86,856
5509,0,857,,511,46,,,5554,0,857,,5413,0,857,,1779,512,,,680,202,,,5234,0,,,5234,0,,,537,357,857,,3528,86,857
5525,0,858,,522,46,,,5500,0,858,,5357,0,858,,1785,500,,,689,206,,,5201,0,,,5201,0,,,500,355,858,,3507,86,858
5512,0,859,,528,47,,,5482,0,859,,5346,0,859,,1791,491,,,694,194,,,5196,0,,,5196,0,,,491,348,859,,3432,86,859
5472,0,860,,559,50,,,5445,0,860,,5341,0,860,,1798,494,,,687,194,,,5305,0,,,5305,0,,,507,342,860,,3427,86,860
5467,0,861,,604,49,,,5375,0,861,,5417,0,861,,1761,502,,,694,190,,,5299,0,,,5299,0,,,518,344,861,,3373,86,861
5499,0,862,,624,51,,,5355,0,862,,5349,0,862,,1712,507,,,680,191,,,5242,0,,,5242,0,,,503,350,862,,3275,86,862
5510,0,863,,622,54,,,5411,0,863,,5323,0,863,,1730,515,,,695,199,,,5238,0,,,5238,0,,,535,343,863,,3237,86,863
5531,0,864,,638,57,,,5460,0,864,,5310,0,864,,1726,502,,,695,203,,,5267,0,,,5267,0,,,539,330,864,,3139,86,864
5484,0,865,,653,58,,,5460,0,865,,5341,0,865,,1687,502,,,705,197,,,5218,0,,,5218,0,,,547,337,865,,3098,99,865
5483,0,866,,679,56,,,5370,0,866,,5420,0,866,,1667,511,,,705,193,,,5240,0,,,5240,0,,,547,334,866,,3081,98,866
5502,0,867,,708,56,,,5343,0,867,,5406,0,867,,1669,500,,,715,190,,,5317,0,,,5317,0,,,557,315,867,,3012,97,867
5495,0,868,,736,62,,,5347,0,868,,5376,0,868,,1655,512,,,732,190,,,5306,0,,,5306,0,,,534,290,868,,2966,96,868
5504,0,869,,771,63,,,5294,0,869,,5439,0,869,,1639,498,,,720,189,,,5290,0,,,5290,0,,,523,283,869,,2930,100,869
5455,0,870,,806,59,,,5279,0,870,,5421,0,870,,1626,484,,,711,193,,,5307,0,,,5307,0,,,505,264,870,,2882,97,870
5474,0,871,,840,59,,,5207,0,871,,5450,0,871,,1621,480,,,746,193,,,5335,0,,,5335,0,,,513,259,871,,2847,100,871
5408,0,872,,871,56,,,5207,0,872,,5459,0,872,,1608,492,,,761,182,,,5320,0,,,5320,0,,,522,244,872,,2812,87,872
5431,0,873,,875,54,,,5169,0,873,,5429,0,873,,1609,506,,,776,185,,,5262,0,,,5262,0,,,529,248,873,,2756,87,873
5396,0,874,,917,57,,,5189,0,874,,5477,0,874,,1644,503,,,800,193,,,5288,0,,,5288,0,,,511,249,874,,2725,87,874
5446,0,875,,969,57,,,5208,0,875,,5509,0,875,,1645,476,,,820,188,,,5346,0,,,5346,0,,,506,243,875,,2669,87,875
5426,0,876,,1002,55,,,5220,0,876,,5493,0,876,,1686,466,,,807,193,,,5363,0,,,5363,0,,,512,236,876,,2635,87,876
5440,0,877,,1042,58,,,5299,0,877,,5526,0,877,,1663,462,,,844,196,,,5351,0,,,5351,0,,,498,228,877,,2588,87,877
5445,0,878,,1090,60,,,5287,0,878,,5492,0,878,,1657,449,,,882,192,,,5363,0,,,5363,0,,,500,225,878,,2549,87,878
